FED,day,zthour,Binary_Pellets
FED003,4,12,15.0
FED003,4,13,18.0
FED003,4,14,7.0
FED003,4,15,3.0
FED003,4,16,12.0
FED003,4,17,5.0
FED003,4,18,6.0
FED003,4,19,9.0
FED003,4,20,7.0
FED003,4,21,3.0
FED003,4,22,9.0
FED003,4,23,2.0
FED003,5,0,7.0
FED003,5,1,7.0
FED003,5,2,7.0
FED003,5,3,6.0
FED003,5,4,5.0
FED003,5,5,5.0
FED003,5,6,2.0
FED003,5,7,5.0
FED003,5,8,4.0
FED003,5,9,4.0
FED003,5,10,7.0
FED003,5,11,10.0
FED003,5,12,11.0
FED003,5,13,8.0
FED003,5,14,10.0
FED003,5,15,10.0
FED003,5,16,12.0
FED003,5,17,3.0
FED003,5,18,10.0
FED003,5,19,4.0
FED003,5,20,4.0
FED003,5,21,8.0
FED003,5,22,5.0
FED003,5,23,9.0
FED003,6,1,7.0
FED003,6,2,1.0
FED003,6,3,4.0
FED003,6,5,2.0
FED003,6,6,8.0
FED003,6,8,4.0
FED003,6,9,8.0
FED003,6,10,15.0
FED003,6,11,15.0
FED003,6,12,3.0
FED003,6,13,6.0
FED003,6,14,8.0
FED003,6,15,8.0
FED003,6,16,10.0
FED003,6,17,2.0
FED003,6,18,6.0
FED003,6,19,2.0
FED003,6,20,7.0
FED003,6,21,5.0
FED003,6,22,8.0
FED003,6,23,5.0
FED003,7,0,1.0
FED003,7,1,7.0
FED003,7,2,1.0
FED003,7,3,9.0
FED003,7,7,5.0
FED003,7,8,1.0
FED003,7,9,8.0
FED003,7,10,10.0
FED003,7,11,10.0
FED003,7,12,12.0
FED003,7,13,12.0
FED003,7,14,3.0
FED003,7,15,15.0
FED003,7,16,3.0
FED003,7,17,9.0
FED003,7,18,5.0
FED003,7,19,5.0
FED003,7,20,6.0
FED003,7,21,2.0
FED003,7,22,7.0
FED003,7,23,8.0
FED004,0,0,1.0
FED004,0,1,4.0
FED004,0,2,1.0
FED004,0,3,5.0
FED004,0,4,1.0
FED004,0,5,1.0
FED004,0,6,6.0
FED004,0,7,11.0
FED004,0,8,9.0
FED004,0,10,4.0
FED004,0,11,8.0
FED004,0,13,14.0
FED004,0,14,9.0
FED004,0,15,15.0
FED004,0,16,18.0
FED004,0,17,14.0
FED004,0,18,9.0
FED004,0,19,8.0
FED004,0,20,15.0
FED004,0,21,13.0
FED004,0,22,11.0
FED004,0,23,4.0
FED004,1,0,7.0
FED004,1,2,13.0
FED004,1,4,2.0
FED004,1,5,8.0
FED004,1,6,7.0
FED004,1,7,1.0
FED004,1,9,9.0
FED004,1,10,18.0
FED004,1,12,15.0
FED004,1,13,14.0
FED004,1,14,12.0
FED004,1,15,6.0
FED004,1,16,11.0
FED004,1,17,18.0
FED004,1,18,3.0
FED004,1,19,13.0
FED004,1,20,6.0
FED004,1,21,5.0
FED004,1,22,14.0
FED004,2,0,8.0
FED004,2,1,5.0
FED004,2,2,6.0
FED004,2,3,7.0
FED004,2,5,6.0
FED004,2,7,6.0
FED004,2,8,10.0
FED004,2,10,6.0
FED004,2,11,12.0
FED004,2,12,16.0
FED004,2,13,7.0
FED004,2,14,13.0
FED004,2,15,11.0
FED004,2,16,22.0
FED004,2,17,9.0
FED004,2,18,16.0
FED004,2,20,4.0
FED004,2,21,7.0
FED004,2,22,15.0
FED004,3,0,5.0
FED004,3,2,6.0
FED004,3,3,2.0
FED004,3,5,7.0
FED004,3,7,14.0
FED004,3,9,8.0
FED004,3,11,4.0
FED004,3,12,12.0
FED004,3,13,13.0
FED004,3,14,6.0
FED004,3,15,13.0
FED004,3,16,13.0
FED004,3,17,9.0
FED004,3,18,12.0
FED004,3,19,10.0
FED004,3,20,6.0
FED004,3,21,4.0
FED004,3,23,5.0
FED004,4,0,6.0
FED004,4,2,6.0
FED004,4,3,4.0
FED004,4,4,6.0
FED004,4,6,5.0
FED004,4,7,6.0
FED004,4,8,9.0
FED004,4,9,5.0
FED004,4,10,3.0
FED004,4,11,11.0
FED004,4,12,8.0
FED004,4,13,12.0
FED004,4,14,6.0
FED004,4,15,8.0
FED004,4,16,16.0
FED004,4,17,8.0
FED004,4,18,10.0
FED004,4,19,11.0
FED004,4,20,15.0
FED004,4,21,8.0
FED004,4,22,8.0
FED004,4,23,8.0
FED004,5,2,8.0
FED004,5,5,6.0
FED004,5,6,6.0
FED004,5,8,11.0
FED004,5,9,7.0
FED004,5,10,6.0
FED004,5,11,14.0
FED004,5,12,8.0
FED004,5,13,18.0
FED004,5,14,8.0
FED004,5,16,12.0
FED004,5,17,17.0
FED004,5,19,16.0
FED004,5,20,12.0
FED004,5,21,15.0
FED004,5,22,6.0
FED004,5,23,13.0
FED004,6,0,7.0
FED004,6,2,5.0
FED004,6,5,10.0
FED004,6,7,6.0
FED004,6,8,9.0
FED004,6,10,7.0
FED004,6,11,10.0
FED004,6,12,13.0
FED004,6,13,20.0
FED004,6,14,7.0
FED004,6,15,16.0
FED004,6,16,6.0
FED004,6,17,6.0
FED004,6,18,7.0
FED004,6,19,8.0
FED004,6,20,14.0
FED004,6,21,14.0
FED004,6,22,11.0
FED004,6,23,3.0
FED004,7,3,6.0
FED004,7,5,12.0
FED004,7,7,9.0
FED004,7,8,4.0
FED004,7,9,5.0
FED004,7,10,5.0
FED004,7,11,8.0
FED004,7,12,9.0
FED004,7,13,15.0
FED004,7,14,14.0
FED004,7,15,11.0
FED004,7,16,2.0
FED004,7,17,8.0
FED004,7,18,10.0
FED004,7,19,12.0
FED004,7,20,9.0
FED004,7,21,10.0
FED004,7,22,10.0
FED005,0,0,4.0
FED005,0,1,8.0
FED005,0,2,5.0
FED005,0,3,4.0
FED005,0,4,6.0
FED005,0,5,3.0
FED005,0,6,6.0
FED005,0,7,12.0
FED005,0,8,4.0
FED005,0,9,1.0
FED005,0,10,7.0
FED005,0,11,4.0
FED005,0,12,16.0
FED005,0,13,11.0
FED005,0,14,12.0
FED005,0,15,12.0
FED005,0,16,16.0
FED005,0,17,14.0
FED005,0,18,11.0
FED005,0,19,5.0
FED005,0,20,5.0
FED005,0,21,10.0
FED005,0,22,6.0
FED005,0,23,7.0
FED005,1,1,5.0
FED005,1,2,4.0
FED005,1,3,4.0
FED005,1,4,7.0
FED005,1,5,5.0
FED005,1,6,6.0
FED005,1,7,3.0
FED005,1,8,5.0
FED005,1,9,12.0
FED005,1,10,3.0
FED005,1,11,11.0
FED005,1,12,9.0
FED005,1,13,17.0
FED005,1,14,13.0
FED005,1,15,15.0
FED005,1,16,12.0
FED005,1,17,7.0
FED005,1,18,7.0
FED005,1,19,17.0
FED005,1,20,3.0
FED005,1,21,2.0
FED005,1,22,11.0
FED005,1,23,7.0
FED005,2,1,5.0
FED005,2,2,2.0
FED005,2,3,4.0
FED005,2,4,1.0
FED005,2,5,5.0
FED005,2,6,7.0
FED005,2,7,3.0
FED005,2,8,8.0
FED005,2,9,6.0
FED005,2,10,1.0
FED005,2,11,9.0
FED005,2,12,8.0
FED005,2,13,12.0
FED005,2,14,12.0
FED005,2,15,18.0
FED005,2,16,15.0
FED005,2,17,16.0
FED005,2,18,9.0
FED005,2,20,13.0
FED005,2,21,2.0
FED005,2,22,7.0
FED005,2,23,11.0
FED005,3,1,3.0
FED005,3,3,3.0
FED005,3,4,6.0
FED005,3,5,1.0
FED005,3,6,9.0
FED005,3,8,5.0
FED005,3,9,3.0
FED005,3,10,8.0
FED005,3,11,2.0
FED005,3,12,14.0
FED005,3,13,12.0
FED005,3,14,23.0
FED005,3,15,8.0
FED005,3,16,16.0
FED005,3,17,13.0
FED005,3,18,4.0
FED005,3,20,12.0
FED005,3,21,8.0
FED005,3,22,3.0
FED005,3,23,1.0
FED005,4,0,10.0
FED005,4,1,4.0
FED005,4,2,1.0
FED005,4,4,4.0
FED005,4,5,2.0
FED005,4,6,4.0
FED005,4,7,3.0
FED005,4,8,8.0
FED005,4,9,4.0
FED005,4,10,2.0
FED005,4,11,11.0
FED005,4,12,8.0
FED005,4,13,10.0
FED005,4,14,9.0
FED005,4,15,27.0
FED005,4,16,12.0
FED005,4,17,5.0
FED005,4,23,2.0
FED005,5,8,16.0
FED005,5,9,8.0
FED005,5,10,13.0
FED005,5,11,13.0
FED005,5,12,18.0
FED005,5,13,17.0
FED005,5,14,13.0
FED005,5,15,18.0
FED005,5,16,6.0
FED005,5,17,23.0
FED005,5,18,6.0
FED005,5,19,3.0
FED005,5,20,3.0
FED005,5,21,13.0
FED005,5,22,3.0
FED005,5,23,13.0
FED005,6,0,4.0
FED005,6,2,7.0
FED005,6,3,1.0
FED005,6,4,5.0
FED005,6,5,2.0
FED005,6,6,6.0
FED005,6,7,4.0
FED005,6,8,3.0
FED005,6,9,8.0
FED005,6,10,8.0
FED005,6,11,6.0
FED005,6,12,17.0
FED005,6,13,19.0
FED005,6,14,7.0
FED005,6,15,25.0
FED005,6,16,17.0
FED005,6,17,7.0
FED005,6,18,3.0
FED005,6,19,6.0
FED005,6,20,16.0
FED005,6,21,6.0
FED005,6,22,3.0
FED005,6,23,4.0
FED005,7,0,7.0
FED005,7,3,2.0
FED005,7,4,3.0
FED005,7,6,6.0
FED005,7,7,3.0
FED005,7,8,3.0
FED005,7,9,3.0
FED005,7,10,4.0
FED005,7,11,12.0
FED005,7,12,11.0
FED005,7,13,9.0
FED005,7,14,22.0
FED005,7,15,15.0
FED005,7,16,11.0
FED005,7,17,8.0
FED005,7,18,3.0
FED005,7,19,7.0
FED005,7,20,9.0
FED005,7,21,1.0
FED005,7,22,12.0
FED006,0,0,3.0
FED006,0,1,4.0
FED006,0,3,4.0
FED006,0,4,2.0
FED006,0,5,3.0
FED006,0,6,4.0
FED006,0,7,5.0
FED006,0,8,4.0
FED006,0,9,3.0
FED006,0,10,9.0
FED006,0,11,13.0
FED006,0,12,12.0
FED006,0,13,16.0
FED006,0,14,17.0
FED006,0,15,19.0
FED006,0,16,18.0
FED006,0,17,9.0
FED006,0,18,13.0
FED006,0,19,5.0
FED006,0,20,14.0
FED006,0,21,14.0
FED006,0,22,3.0
FED006,1,0,4.0
FED006,1,1,6.0
FED006,1,2,3.0
FED006,1,3,11.0
FED006,1,5,9.0
FED006,1,6,1.0
FED006,1,7,7.0
FED006,1,8,1.0
FED006,1,9,8.0
FED006,1,10,11.0
FED006,1,11,7.0
FED006,1,12,19.0
FED006,1,13,13.0
FED006,1,14,22.0
FED006,1,15,24.0
FED006,1,16,24.0
FED006,1,17,17.0
FED006,1,18,13.0
FED006,1,19,2.0
FED006,1,20,9.0
FED006,1,21,20.0
FED006,1,22,3.0
FED006,2,3,5.0
FED006,2,4,6.0
FED006,2,5,16.0
FED006,2,7,7.0
FED006,2,8,8.0
FED006,2,10,11.0
FED006,2,11,6.0
FED006,2,12,15.0
FED006,2,13,20.0
FED006,2,14,24.0
FED006,2,15,18.0
FED006,2,16,26.0
FED006,2,17,17.0
FED006,2,18,12.0
FED006,2,19,7.0
FED006,2,20,8.0
FED006,2,22,7.0
FED006,2,23,8.0
FED006,3,0,6.0
FED006,3,1,1.0
FED006,3,4,6.0
FED006,3,6,4.0
FED006,3,9,14.0
FED006,3,10,8.0
FED006,3,11,4.0
FED006,3,12,16.0
FED006,3,13,17.0
FED006,3,14,7.0
FED006,3,15,21.0
FED006,3,16,20.0
FED006,3,17,12.0
FED006,3,18,15.0
FED006,3,19,8.0
FED006,3,20,11.0
FED006,3,21,5.0
FED006,3,23,5.0
FED006,5,8,37.0
FED006,5,9,22.0
FED006,5,10,10.0
FED006,5,11,20.0
FED006,5,12,14.0
FED006,5,13,13.0
FED006,5,14,12.0
FED006,5,15,22.0
FED006,5,16,11.0
FED006,5,17,12.0
FED006,5,18,8.0
FED006,5,19,10.0
FED006,5,20,8.0
FED006,5,22,10.0
FED006,6,1,8.0
FED006,6,3,11.0
FED006,6,5,8.0
FED006,6,6,6.0
FED006,6,8,11.0
FED006,6,9,10.0
FED006,6,10,8.0
FED006,6,11,13.0
FED006,6,12,12.0
FED006,6,13,13.0
FED006,6,14,18.0
FED006,6,15,17.0
FED006,6,16,22.0
FED006,6,17,7.0
FED006,6,18,9.0
FED006,6,19,12.0
FED006,6,20,2.0
FED006,6,21,8.0
FED006,6,22,3.0
FED006,6,23,6.0
FED006,7,2,6.0
FED006,7,3,1.0
FED006,7,4,8.0
FED006,7,6,8.0
FED006,7,7,6.0
FED006,7,8,2.0
FED006,7,9,8.0
FED006,7,10,16.0
FED006,7,11,18.0
FED006,7,12,14.0
FED006,7,13,12.0
FED006,7,14,20.0
FED006,7,15,11.0
FED006,7,16,17.0
FED006,7,17,11.0
FED006,7,18,12.0
FED006,7,19,5.0
FED006,7,20,9.0
FED006,7,22,4.0
FED006,7,23,10.0
FED007,0,1,8.0
FED007,0,3,2.0
FED007,0,5,2.0
FED007,0,6,9.0
FED007,0,7,10.0
FED007,0,9,4.0
FED007,0,10,6.0
FED007,0,11,7.0
FED007,0,12,11.0
FED007,0,13,11.0
FED007,0,14,17.0
FED007,0,15,15.0
FED007,0,16,7.0
FED007,0,18,21.0
FED007,0,19,8.0
FED007,0,20,18.0
FED007,0,21,7.0
FED007,0,23,1.0
FED007,1,1,4.0
FED007,1,2,7.0
FED007,1,4,6.0
FED007,1,5,4.0
FED007,1,6,9.0
FED007,1,7,6.0
FED007,1,8,9.0
FED007,1,9,6.0
FED007,1,10,2.0
FED007,1,11,6.0
FED007,1,12,9.0
FED007,1,13,10.0
FED007,1,14,16.0
FED007,1,15,9.0
FED007,1,16,4.0
FED007,1,17,10.0
FED007,1,18,17.0
FED007,1,19,7.0
FED007,1,20,17.0
FED007,1,22,5.0
FED007,1,23,1.0
FED007,2,1,8.0
FED007,2,3,7.0
FED007,2,4,3.0
FED007,2,5,5.0
FED007,2,6,9.0
FED007,2,8,10.0
FED007,2,9,5.0
FED007,2,10,8.0
FED007,2,11,11.0
FED007,2,12,3.0
FED007,2,13,15.0
FED007,2,14,10.0
FED007,2,15,11.0
FED007,2,16,6.0
FED007,2,17,12.0
FED007,2,18,9.0
FED007,2,20,13.0
FED007,2,21,12.0
FED007,2,22,2.0
FED007,3,0,1.0
FED007,3,1,4.0
FED007,3,2,5.0
FED007,3,3,4.0
FED007,3,4,5.0
FED007,3,6,9.0
FED007,3,8,6.0
FED007,3,9,5.0
FED007,3,11,6.0
FED007,3,12,16.0
FED007,3,13,8.0
FED007,3,14,15.0
FED007,3,15,3.0
FED007,3,16,16.0
FED007,3,17,7.0
FED007,3,18,6.0
FED007,3,19,6.0
FED007,3,20,13.0
FED007,3,21,7.0
FED007,4,0,7.0
FED007,4,3,10.0
FED007,4,4,4.0
FED007,4,6,4.0
FED007,4,8,14.0
FED007,4,10,11.0
FED007,4,11,8.0
FED007,4,12,9.0
FED007,4,13,14.0
FED007,4,14,8.0
FED007,4,15,1.0
FED007,4,16,14.0
FED007,4,17,16.0
FED007,4,19,12.0
FED007,4,20,5.0
FED007,4,22,2.0
FED007,4,23,3.0
FED007,5,1,9.0
FED007,5,3,3.0
FED007,5,4,3.0
FED007,5,6,6.0
FED007,5,7,4.0
FED007,5,8,14.0
FED007,5,10,10.0
FED007,5,11,10.0
FED007,5,12,10.0
FED007,5,13,5.0
FED007,5,14,8.0
FED007,5,15,7.0
FED007,5,16,6.0
FED007,5,17,8.0
FED007,5,18,6.0
FED007,5,19,5.0
FED007,5,20,6.0
FED007,5,21,7.0
FED007,5,22,5.0
FED007,5,23,7.0
FED007,6,0,5.0
FED007,6,1,6.0
FED007,6,2,5.0
FED007,6,3,6.0
FED007,6,5,7.0
FED007,6,7,16.0
FED007,6,8,1.0
FED007,6,9,12.0
FED007,6,10,5.0
FED007,6,11,18.0
FED007,6,12,5.0
FED007,6,13,15.0
FED007,6,14,5.0
FED007,6,15,14.0
FED007,6,16,1.0
FED007,6,17,12.0
FED007,6,18,11.0
FED007,6,19,11.0
FED007,6,20,16.0
FED007,6,21,2.0
FED007,6,23,1.0
FED007,7,1,6.0
FED007,7,2,5.0
FED007,7,3,1.0
FED007,7,4,5.0
FED007,7,5,6.0
FED007,7,6,10.0
FED007,7,7,6.0
FED007,7,9,14.0
FED007,7,10,6.0
FED007,7,11,11.0
FED007,7,12,9.0
FED007,7,13,15.0
FED007,7,14,8.0
FED007,7,15,7.0
FED007,7,16,13.0
FED007,7,17,7.0
FED007,7,18,8.0
FED007,7,19,10.0
FED007,7,20,17.0
FED007,7,21,4.0
FED007,7,22,3.0
FED008,0,0,2.0
FED008,0,1,6.0
FED008,0,2,9.0
FED008,0,4,6.0
FED008,0,6,8.0
FED008,0,7,7.0
FED008,0,9,7.0
FED008,0,11,6.0
FED008,0,12,9.0
FED008,0,14,14.0
FED008,0,15,14.0
FED008,0,16,1.0
FED008,0,17,7.0
FED008,0,18,9.0
FED008,0,19,6.0
FED008,0,20,4.0
FED008,0,22,5.0
FED008,1,5,7.0
FED008,1,7,7.0
FED008,1,8,1.0
FED008,1,9,12.0
FED008,1,10,8.0
FED008,1,13,8.0
FED008,1,14,10.0
FED008,1,15,13.0
FED008,1,16,7.0
FED008,1,17,3.0
FED008,1,18,12.0
FED008,1,19,11.0
FED008,1,20,1.0
FED008,1,21,21.0
FED008,1,22,10.0
FED008,2,3,6.0
FED008,2,4,6.0
FED008,2,5,8.0
FED008,2,6,6.0
FED008,2,7,8.0
FED008,2,8,2.0
FED008,2,10,10.0
FED008,2,11,5.0
FED008,2,12,4.0
FED008,2,13,15.0
FED008,2,14,7.0
FED008,2,15,12.0
FED008,2,16,11.0
FED008,2,17,8.0
FED008,2,18,4.0
FED008,2,19,6.0
FED008,2,20,13.0
FED008,2,21,7.0
FED008,3,1,2.0
FED008,3,2,5.0
FED008,3,6,5.0
FED008,3,10,7.0
FED008,3,11,9.0
FED008,3,13,11.0
FED008,3,14,17.0
FED008,3,16,14.0
FED008,3,18,15.0
FED008,3,19,8.0
FED008,3,20,4.0
FED008,3,21,14.0
FED008,4,3,8.0
FED008,4,6,10.0
FED008,4,9,1.0
FED008,4,10,8.0
FED008,4,11,5.0
FED008,4,12,9.0
FED008,4,13,8.0
FED008,4,14,10.0
FED008,4,16,9.0
FED008,4,17,8.0
FED008,4,20,28.0
FED008,4,21,5.0
FED008,4,22,8.0
FED008,5,3,8.0
FED008,5,8,5.0
FED008,5,10,5.0
FED008,5,11,8.0
FED008,5,12,7.0
FED008,5,13,8.0
FED008,5,14,8.0
FED008,5,15,10.0
FED008,5,16,6.0
FED008,5,17,10.0
FED008,5,18,10.0
FED008,5,19,12.0
FED008,5,20,8.0
FED008,5,23,3.0
FED008,6,2,5.0
FED008,6,6,10.0
FED008,6,7,6.0
FED008,6,9,6.0
FED008,6,10,10.0
FED008,6,11,6.0
FED008,6,12,13.0
FED008,6,13,10.0
FED008,6,14,1.0
FED008,6,15,17.0
FED008,6,16,11.0
FED008,6,17,10.0
FED008,6,18,13.0
FED008,6,19,10.0
FED008,6,20,1.0
FED008,6,21,11.0
FED008,6,22,6.0
FED008,7,2,9.0
FED008,7,5,9.0
FED008,7,7,6.0
FED008,7,8,6.0
FED008,7,9,10.0
FED008,7,11,13.0
FED008,7,12,18.0
FED008,7,13,13.0
FED008,7,14,9.0
FED008,7,15,12.0
FED008,7,17,24.0
FED008,7,18,4.0
FED008,7,19,13.0
FED008,7,20,13.0
FED008,7,21,13.0
FED008,7,23,1.0
FED010,0,0,11.0
FED010,0,5,8.0
FED010,0,6,8.0
FED010,0,7,8.0
FED010,0,8,7.0
FED010,0,9,4.0
FED010,0,10,16.0
FED010,0,11,11.0
FED010,0,12,11.0
FED010,0,13,16.0
FED010,0,14,9.0
FED010,0,15,12.0
FED010,0,16,16.0
FED010,0,17,14.0
FED010,0,18,22.0
FED010,0,19,10.0
FED010,0,20,6.0
FED010,0,21,8.0
FED010,0,22,9.0
FED010,0,23,7.0
FED010,1,0,11.0
FED010,1,1,7.0
FED010,1,3,5.0
FED010,1,4,5.0
FED010,1,5,7.0
FED010,1,8,1.0
FED010,1,10,13.0
FED010,1,11,9.0
FED010,1,12,8.0
FED010,1,13,13.0
FED010,1,14,9.0
FED010,1,15,10.0
FED010,1,16,14.0
FED010,1,17,14.0
FED010,1,18,20.0
FED010,1,19,6.0
FED010,1,20,10.0
FED010,1,21,15.0
FED010,1,22,1.0
FED010,1,23,18.0
FED010,2,1,5.0
FED010,2,2,9.0
FED010,2,5,9.0
FED010,2,6,8.0
FED010,2,7,5.0
FED010,2,8,8.0
FED010,2,9,10.0
FED010,2,10,13.0
FED010,2,11,12.0
FED010,2,12,21.0
FED010,2,13,11.0
FED010,2,14,15.0
FED010,2,15,8.0
FED010,2,16,15.0
FED010,2,17,8.0
FED010,2,18,17.0
FED010,2,19,7.0
FED010,2,20,15.0
FED010,2,21,7.0
FED010,2,22,12.0
FED010,3,0,7.0
FED010,3,1,7.0
FED010,3,3,10.0
FED010,3,4,6.0
FED010,3,6,6.0
FED010,3,7,9.0
FED010,3,9,10.0
FED010,3,10,6.0
FED010,3,11,14.0
FED010,3,12,12.0
FED010,3,13,10.0
FED010,3,14,22.0
FED010,3,15,7.0
FED010,3,17,24.0
FED010,3,19,9.0
FED010,3,20,13.0
FED010,3,21,13.0
FED010,3,22,6.0
FED010,3,23,10.0
FED010,4,0,7.0
FED010,4,2,8.0
FED010,4,3,8.0
FED010,4,5,7.0
FED010,4,6,5.0
FED010,4,7,7.0
FED010,4,9,9.0
FED010,4,10,16.0
FED010,4,11,11.0
FED010,4,12,10.0
FED010,4,13,23.0
FED010,4,14,15.0
FED010,4,16,16.0
FED010,4,17,11.0
FED010,4,18,11.0
FED010,4,19,10.0
FED010,4,21,12.0
FED010,4,22,19.0
FED010,5,0,9.0
FED010,5,1,6.0
FED010,5,3,7.0
FED010,5,5,8.0
FED010,5,7,13.0
FED010,5,8,7.0
FED010,5,9,7.0
FED010,5,10,9.0
FED010,5,11,18.0
FED010,5,12,6.0
FED010,5,13,12.0
FED010,5,14,7.0
FED010,5,15,8.0
FED010,5,16,15.0
FED010,5,17,14.0
FED010,5,18,7.0
FED010,5,19,20.0
FED010,5,21,12.0
FED010,5,22,5.0
FED010,5,23,8.0
FED010,6,0,11.0
FED010,6,1,8.0
FED010,6,2,6.0
FED010,6,3,4.0
FED010,6,4,2.0
FED010,6,7,1.0
FED010,6,8,11.0
FED010,6,9,1.0
FED010,6,10,21.0
FED010,6,11,10.0
FED010,6,12,11.0
FED010,6,13,13.0
FED010,6,14,21.0
FED010,6,15,1.0
FED010,6,16,13.0
FED010,6,17,1.0
FED010,6,19,1.0
FED010,6,20,1.0
FED010,7,9,35.0
FED010,7,10,9.0
FED010,7,11,12.0
FED010,7,12,20.0
FED010,7,13,20.0
FED010,7,14,22.0
FED010,7,15,24.0
FED010,7,16,10.0
FED010,7,17,11.0
FED010,7,18,16.0
FED010,7,19,10.0
FED010,7,20,6.0
FED010,7,21,9.0
FED010,7,22,15.0
FED011,0,2,10.0
FED011,0,4,8.0
FED011,0,6,8.0
FED011,0,8,7.0
FED011,0,9,7.0
FED011,0,10,22.0
FED011,0,11,13.0
FED011,0,12,15.0
FED011,0,14,17.0
FED011,0,15,7.0
FED011,0,16,10.0
FED011,0,17,12.0
FED011,0,18,17.0
FED011,0,19,13.0
FED011,0,20,15.0
FED011,0,21,7.0
FED011,0,22,10.0
FED011,0,23,18.0
FED011,1,2,15.0
FED011,1,5,13.0
FED011,1,6,1.0
FED011,1,7,7.0
FED011,1,8,6.0
FED011,1,9,12.0
FED011,1,10,13.0
FED011,1,11,9.0
FED011,1,12,9.0
FED011,1,13,20.0
FED011,1,14,11.0
FED011,1,15,10.0
FED011,1,16,11.0
FED011,1,17,20.0
FED011,1,18,7.0
FED011,1,19,12.0
FED011,1,21,13.0
FED011,1,22,11.0
FED011,1,23,13.0
FED011,2,1,12.0
FED011,2,3,10.0
FED011,2,6,11.0
FED011,2,7,11.0
FED011,2,9,8.0
FED011,2,10,19.0
FED011,2,11,7.0
FED011,2,12,21.0
FED011,2,13,31.0
FED011,2,14,27.0
FED011,2,17,14.0
FED011,2,18,18.0
FED011,2,19,16.0
FED011,2,20,18.0
FED011,2,21,17.0
FED011,2,22,11.0
FED011,2,23,4.0
FED011,3,1,10.0
FED011,3,2,15.0
FED011,3,4,7.0
FED011,3,6,11.0
FED011,3,7,11.0
FED011,3,8,10.0
FED011,3,9,14.0
FED011,3,10,16.0
FED011,3,11,6.0
FED011,3,12,15.0
FED011,3,13,22.0
FED011,3,15,15.0
FED011,3,17,6.0
FED011,3,18,24.0
FED011,3,19,15.0
FED011,3,20,8.0
FED011,3,21,5.0
FED011,3,22,20.0
FED011,4,0,12.0
FED011,4,2,14.0
FED011,4,4,7.0
FED011,4,5,4.0
FED011,4,7,15.0
FED011,4,8,2.0
FED011,4,9,16.0
FED011,4,10,20.0
FED011,4,11,21.0
FED011,4,12,10.0
FED011,4,13,28.0
FED011,4,14,8.0
FED011,4,15,22.0
FED011,4,16,34.0
FED011,4,17,5.0
FED011,4,18,6.0
FED011,4,19,7.0
FED011,4,20,18.0
FED011,4,22,14.0
FED011,4,23,22.0
FED011,5,0,5.0
FED011,5,1,14.0
FED011,5,2,6.0
FED011,5,3,14.0
FED011,5,5,14.0
FED011,5,7,14.0
FED011,5,8,7.0
FED011,5,9,10.0
FED011,5,10,10.0
FED011,5,11,10.0
FED011,5,12,13.0
FED011,5,13,24.0
FED011,5,14,13.0
FED011,5,16,25.0
FED011,5,17,22.0
FED011,5,18,3.0
FED011,5,19,11.0
FED011,5,20,17.0
FED011,5,21,22.0
FED011,5,22,10.0
FED011,5,23,9.0
FED011,6,1,15.0
FED011,6,3,12.0
FED011,6,6,16.0
FED011,6,7,8.0
FED011,6,8,16.0
FED011,6,9,13.0
FED011,6,10,14.0
FED011,6,11,16.0
FED011,6,12,9.0
FED011,6,13,11.0
FED011,6,14,11.0
FED011,6,15,15.0
FED011,6,16,12.0
FED011,6,17,18.0
FED011,6,18,16.0
FED011,6,19,11.0
FED011,6,20,20.0
FED011,6,21,6.0
FED011,6,22,3.0
FED011,7,0,13.0
FED011,7,1,8.0
FED011,7,2,13.0
FED011,7,5,15.0
FED011,7,6,6.0
FED011,7,7,5.0
FED011,7,8,6.0
FED011,7,10,18.0
FED011,7,11,13.0
FED011,7,12,8.0
FED011,7,13,19.0
FED011,7,14,1.0
FED011,7,15,14.0
FED011,7,16,13.0
FED011,7,17,7.0
FED011,7,18,15.0
FED011,7,19,2.0
FED011,7,20,10.0
FED011,7,21,6.0
FED011,7,22,9.0
FED011,7,23,14.0
FED012,0,0,10.0
FED012,0,2,4.0
FED012,0,3,2.0
FED012,0,5,1.0
FED012,0,7,6.0
FED012,0,8,3.0
FED012,0,9,5.0
FED012,0,10,11.0
FED012,0,11,8.0
FED012,0,12,16.0
FED012,0,13,16.0
FED012,0,14,21.0
FED012,0,15,5.0
FED012,0,16,9.0
FED012,0,18,13.0
FED012,0,19,15.0
FED012,0,20,9.0
FED012,0,21,7.0
FED012,0,22,5.0
FED012,1,0,10.0
FED012,1,2,3.0
FED012,1,3,1.0
FED012,1,4,5.0
FED012,1,5,3.0
FED012,1,6,9.0
FED012,1,7,7.0
FED012,1,8,3.0
FED012,1,9,8.0
FED012,1,10,8.0
FED012,1,11,9.0
FED012,1,12,4.0
FED012,1,13,14.0
FED012,1,14,13.0
FED012,1,15,17.0
FED012,1,16,7.0
FED012,1,17,15.0
FED012,1,18,11.0
FED012,1,19,8.0
FED012,1,20,6.0
FED012,1,21,12.0
FED012,2,1,5.0
FED012,2,3,3.0
FED012,2,4,1.0
FED012,2,6,4.0
FED012,2,7,5.0
FED012,2,8,12.0
FED012,2,9,3.0
FED012,2,10,10.0
FED012,2,11,10.0
FED012,2,12,18.0
FED012,2,13,15.0
FED012,2,14,10.0
FED012,2,15,12.0
