device_number,hoursfloor,poke_reward,count,mode,sex,days
16,-70,pellet,24,Empty,f,-3
16,-69,pellet,1,Empty,f,-3
16,-68,pellet,12,Empty,f,-3
16,-67,pellet,11,Empty,f,-3
16,-66,pellet,11,Empty,f,-3
16,-65,pellet,9,Empty,f,-3
16,-64,pellet,21,Empty,f,-3
16,-63,pellet,22,Empty,f,-3
16,-62,pellet,25,Empty,f,-3
16,-61,pellet,32,Empty,f,-3
16,-60,pellet,14,Empty,f,-3
16,-59,pellet,0,Empty,f,-3
16,-58,pellet,14,Empty,f,-3
16,-57,pellet,22,Empty,f,-3
16,-56,pellet,13,Empty,f,-3
16,-55,pellet,13,Empty,f,-3
16,-54,pellet,9,Empty,f,-3
16,-53,pellet,0,Empty,f,-3
16,-52,pellet,10,Empty,f,-3
16,-51,pellet,6,Empty,f,-3
16,-50,pellet,7,Empty,f,-3
16,-49,pellet,5,Empty,f,-3
16,-48,pellet,5,Empty,f,-2
16,-47,pellet,1,Empty,f,-2
16,-46,pellet,15,Empty,f,-2
16,-45,pellet,10,Empty,f,-2
16,-44,pellet,7,Empty,f,-2
16,-43,pellet,12,Empty,f,-2
16,-42,pellet,5,Empty,f,-2
16,-41,pellet,12,Empty,f,-2
16,-40,pellet,18,Empty,f,-2
16,-39,pellet,9,Empty,f,-2
16,-38,pellet,27,Empty,f,-2
16,-37,pellet,20,Empty,f,-2
16,-36,pellet,21,Empty,f,-2
16,-35,pellet,20,Empty,f,-2
16,-34,pellet,5,Empty,f,-2
16,-33,pellet,8,Empty,f,-2
16,-32,pellet,8,Empty,f,-2
16,-31,pellet,12,Empty,f,-2
16,-30,pellet,7,Empty,f,-2
16,-29,pellet,2,Empty,f,-2
16,-28,pellet,8,Empty,f,-2
16,-27,pellet,4,Empty,f,-2
16,-26,pellet,6,Empty,f,-2
16,-25,pellet,5,Empty,f,-2
16,-24,pellet,1,Empty,f,-1
16,-23,pellet,5,Empty,f,-1
16,-22,pellet,6,Empty,f,-1
16,-21,pellet,8,Empty,f,-1
16,-20,pellet,15,Empty,f,-1
16,-19,pellet,5,Empty,f,-1
16,-18,pellet,5,Empty,f,-1
16,-17,pellet,10,Empty,f,-1
16,-16,pellet,15,Empty,f,-1
16,-15,pellet,21,Empty,f,-1
16,-14,pellet,16,Empty,f,-1
16,-13,pellet,25,Empty,f,-1
16,-12,pellet,8,Empty,f,-1
16,-11,pellet,15,Empty,f,-1
16,-10,pellet,0,Empty,f,-1
16,-9,pellet,8,Empty,f,-1
16,-8,pellet,18,Empty,f,-1
16,-7,pellet,0,Empty,f,-1
16,-6,pellet,12,Empty,f,-1
16,-5,pellet,2,Empty,f,-1
16,-4,pellet,0,Empty,f,-1
16,-3,pellet,14,Empty,f,-1
16,-2,pellet,0,Empty,f,-1
16,-1,pellet,6,Empty,f,-1
16,0,pellet,6,Social,f,0
16,1,pellet,9,Social,f,0
16,2,pellet,0,Social,f,0
16,3,pellet,8,Social,f,0
16,4,pellet,0,Social,f,0
16,5,pellet,11,Social,f,0
16,6,pellet,0,Social,f,0
16,7,pellet,13,Social,f,0
16,8,pellet,11,Social,f,0
16,9,pellet,9,Social,f,0
16,10,pellet,3,Social,f,0
16,11,pellet,12,Social,f,0
16,12,pellet,12,Social,f,0
16,13,pellet,8,Social,f,0
16,14,pellet,24,Social,f,0
16,15,pellet,6,Social,f,0
16,16,pellet,0,Social,f,0
16,17,pellet,7,Social,f,0
16,18,pellet,14,Social,f,0
16,19,pellet,0,Social,f,0
16,20,pellet,7,Social,f,0
16,21,pellet,9,Social,f,0
16,22,pellet,0,Social,f,0
16,23,pellet,0,Social,f,0
16,24,pellet,6,Social,f,1
16,25,pellet,1,Social,f,1
16,26,pellet,11,Social,f,1
16,27,pellet,0,Social,f,1
16,28,pellet,14,Social,f,1
16,29,pellet,0,Social,f,1
16,30,pellet,10,Social,f,1
16,31,pellet,9,Social,f,1
16,32,pellet,12,Social,f,1
16,33,pellet,10,Social,f,1
16,34,pellet,14,Social,f,1
16,35,pellet,14,Social,f,1
16,36,pellet,0,Social,f,1
16,37,pellet,7,Social,f,1
16,38,pellet,10,Social,f,1
16,39,pellet,6,Social,f,1
16,40,pellet,5,Social,f,1
16,41,pellet,8,Social,f,1
16,42,pellet,5,Social,f,1
16,43,pellet,4,Social,f,1
16,44,pellet,10,Social,f,1
16,45,pellet,0,Social,f,1
16,46,pellet,0,Social,f,1
16,47,pellet,0,Social,f,1
16,48,pellet,11,Social,f,2
16,49,pellet,0,Social,f,2
16,50,pellet,14,Social,f,2
16,51,pellet,9,Social,f,2
16,52,pellet,0,Social,f,2
16,53,pellet,9,Social,f,2
16,54,pellet,3,Social,f,2
16,55,pellet,18,Social,f,2
16,56,pellet,0,Social,f,2
16,57,pellet,20,Social,f,2
16,58,pellet,13,Social,f,2
16,59,pellet,15,Social,f,2
16,60,pellet,12,Social,f,2
16,61,pellet,15,Social,f,2
16,62,pellet,9,Social,f,2
16,63,pellet,2,Social,f,2
16,64,pellet,7,Social,f,2
16,65,pellet,24,Social,f,2
16,66,pellet,0,Social,f,2
16,67,pellet,0,Social,f,2
16,68,pellet,11,Social,f,2
16,69,pellet,3,Social,f,2
16,70,pellet,9,Social,f,2
16,71,pellet,0,Social,f,2
