Time,553,549,561,EB0,E95,EA2,E94,E8D
12/27/2024 6:00,25,10.1,0.687,36.7,19.9,29.8,31.7,37.7
12/27/2024 7:00,1.51,0.0528,0.0244,3.95,9.88,0.148,35.6,35.4
12/27/2024 8:00,0.202,1.04,0.868,2.72,14.9,0.572,22.1,12
12/27/2024 9:00,0.21,0.629,0.0244,15.2,1.61,0.0244,5.56,1.72
12/27/2024 10:00,1.88,0.111,0.0244,0.0244,14.2,0.0244,0.331,1.07
12/27/2024 11:00,0.0244,1.25,4.21,7.7,3.09,7.45,11.8,6.72
12/27/2024 12:00,10,0.584,5.2,0.494,22.8,0.0244,3.81,0.412
12/27/2024 13:00,0.0244,0.593,0.0244,11.1,1.6,0.0244,0.0244,12
12/27/2024 14:00,0.0244,0.972,0.416,6.64,14.6,0.0244,0.0244,0.412
12/27/2024 15:00,9.15,1.08,0.0244,0.926,1.18,3.35,2.89,3.06
12/27/2024 16:00,2.93,0.925,1.63,5.17,6.23,1.88,3.67,13.9
12/27/2024 17:00,0.102,0.0244,1.13,0.438,1.72,0.0244,0.0244,1.04
12/27/2024 18:00,1.01,1.26,1.1,8.14,21.2,5.79,5.01,3.13
12/27/2024 19:00,6.48,3.36,3.91,18.1,15.4,18,13.2,9.65
12/27/2024 20:00,4.59,2.36,2.1,43.5,27.4,7.76,4.74,9.63
12/27/2024 21:00,22.6,33.8,6.18,43.4,35.5,31,32.8,24.1
12/27/2024 22:00,24,4.29,2.38,43.6,18.8,30.1,15.7,7.03
12/27/2024 23:00,3.42,17.3,20.8,31.7,38,33.4,31.4,7.29
12/28/2024 0:00,19,0.304,5.89,43.5,31.5,32.5,31.1,5.28
12/28/2024 1:00,3.51,2.87,0.77,36.6,17.8,18.8,27.1,16.5
12/28/2024 2:00,12.4,3.72,10.1,0.211,29.5,31.4,4.58,4.1
12/28/2024 3:00,20.6,11.5,6.22,3.14,30.3,18.3,9.47,19.4
12/28/2024 4:00,24.4,13.9,20.4,27.9,26.6,39.4,14.8,32.8
12/28/2024 5:00,33.7,30.9,32.3,50.1,37.4,39.9,36.2,34.3
12/28/2024 6:00,21.4,36.6,11.1,45,27.7,2.54,36.4,33.2
12/28/2024 7:00,0.354,14,0.95,53.6,4.92,0.534,34.9,46.2
12/28/2024 8:00,0.0244,0.0244,0.0332,19.9,7.12,7.89,7.04,18.4
12/28/2024 9:00,0.0244,0.0244,0.0244,6.63,6.85,0.0244,0.0244,2.51
12/28/2024 10:00,0.0244,3.78,4.15,7.23,9.93,0.0674,0.0244,4.07
12/28/2024 11:00,3.04,0.393,0.0446,25.4,3.35,1.52,2.23,1.42
12/28/2024 12:00,0.0244,0.068,14.8,1.39,2.1,7.3,0.0244,3.03
12/28/2024 13:00,0.0244,6.08,0.0244,17.2,7.87,0.113,5.76,3.62
12/28/2024 14:00,2.72,0.0244,5.59,24.7,6.94,0.772,0.0244,0.999
12/28/2024 15:00,0.0296,2.74,2.11,4.24,4.7,8.88,0.0244,2.77
12/28/2024 16:00,1.01,2.79,0.141,25,9.4,0.0244,3.64,2.55
12/28/2024 17:00,0.0244,1.38,4.41,13.6,7.33,1.37,6.08,1.8
12/28/2024 18:00,3.17,8.02,7.16,31.4,21.7,0.989,5.88,5.66
12/28/2024 19:00,22.1,4.08,16.1,58.8,17.8,24.3,18.1,33.6
12/28/2024 20:00,34.8,26.4,20.3,52.3,29.3,25.8,15.5,14.4
12/28/2024 21:00,20.6,2.18,20.1,56.7,24.7,36.1,13.1,50.1
12/28/2024 22:00,15.3,15.6,22.2,59.6,34.4,32.9,32.2,23.9
12/28/2024 23:00,17.3,4.28,19,59.2,37.4,15.9,31,42.4
12/29/2024 0:00,11.5,17.8,8.74,56.7,18.5,37.5,37.1,38.2
12/29/2024 1:00,20.2,4.99,0.392,20.8,43.4,0.944,37.2,20.2
12/29/2024 2:00,24.4,17.9,7.19,19.6,25.6,1.62,23.9,51.1
12/29/2024 3:00,34.4,16.3,26.5,64.3,30.4,8.35,18,49.5
12/29/2024 4:00,33.5,30.5,17.7,52.9,39.5,22,36.7,47
12/29/2024 5:00,42,45.2,35.9,51.4,38.1,47,54.1,44.2
12/29/2024 6:00,16.5,31.7,0.0244,63,14.8,40.7,39.2,31.6
12/29/2024 7:00,0.129,7.48,2.27,19.6,13.8,0.0442,36.7,5.68
12/29/2024 8:00,8.18,0.0589,0.0244,5.37,6.59,4.91,0.0244,5.24
12/29/2024 9:00,0.0244,0.0244,0.0244,19.6,16.9,0.0244,0.0244,2.92
12/29/2024 10:00,0.773,0.347,8.16,24.3,3.03,0.0244,3.66,2.27
12/29/2024 11:00,8.51,4.08,0.16,8.88,14.8,2.29,6.98,13.3
12/29/2024 12:00,0.0667,0.032,4.32,2.37,2.07,0.12,0.0244,0.837
12/29/2024 13:00,0.955,1.06,0.0244,5.11,13.3,1.34,0.0244,6.89
12/29/2024 14:00,2.75,1.07,9.61,13.6,1.05,0.0244,17.5,9.86
12/29/2024 15:00,0.0244,0.472,0.0244,13.8,9.9,6.83,0.0244,3.37
12/29/2024 16:00,1.39,1.1,0.0244,7.9,6.14,0.0244,0.0244,11.8
12/29/2024 17:00,0.149,1.62,0.0244,21.1,11.1,0.0244,2.69,0.292
12/29/2024 18:00,8.9,3.98,18.9,45.1,28.4,2.29,10.5,9.22
12/29/2024 19:00,14.3,5.14,2.63,38,32.1,20.6,13.8,11.2
12/29/2024 20:00,15.5,2.91,27,55.4,20.5,30.2,31,26
12/29/2024 21:00,21.2,1.2,24.3,52,37.9,34,9.95,14.6
12/29/2024 22:00,38.2,35.2,26.4,58.4,42.2,31.4,27.2,6.51
12/29/2024 23:00,6.27,33.6,8.94,63.5,49,42.5,39.9,24.8
12/30/2024 0:00,6.47,11.5,31.8,54.1,20.8,2.48,20.7,1.96
12/30/2024 1:00,16,0.95,23.1,56.9,23.3,0.98,50.3,20.1
12/30/2024 2:00,15.7,8.85,7.3,35.3,31.2,23.6,9.82,9.64
12/30/2024 3:00,27.4,14.1,38,23.5,45.6,16.9,0.774,32.3
12/30/2024 4:00,38.2,27.1,54.8,37.5,42.7,36.1,6.43,30.5
12/30/2024 5:00,38.2,42.6,39.5,55,51.6,49.4,35.7,40.8
12/30/2024 6:00,27.9,34.1,0.833,46.4,5.19,28.5,34.8,37.2
12/30/2024 7:00,0.889,0.34,0.0244,9.03,18.4,0.126,40.5,43.3
12/30/2024 8:00,0.254,0.294,0.0244,10.2,7.81,1.45,12.6,8.29
12/30/2024 9:00,0.351,2.8,0.0244,8.1,3.4,0.122,0.662,1.61
12/30/2024 10:00,6.39,0.0244,7.59,27.9,3.96,1.82,15.6,1.82
12/30/2024 11:00,0.672,0.577,0.185,3.89,27.9,0.0904,0.0812,6.19
12/30/2024 12:00,0.629,0.353,0.0244,9.29,3.22,0.224,0.0244,1.87
12/30/2024 13:00,13.1,2.01,3.25,21.4,20.8,7.75,1.45,14.2
12/30/2024 14:00,0.348,1.61,0.0244,9.77,1.68,2.88,1.11,2.49
12/30/2024 15:00,2.07,0.0244,8.69,10,10,0.0244,0.948,5.33
12/30/2024 16:00,3.14,1.24,3.53,8.76,6.53,9.26,6.09,8.75
12/30/2024 17:00,0.0244,0.0632,0.152,3.02,5.04,0.195,0.0244,1.36
12/30/2024 18:00,5.71,6.61,4.89,34.2,21.4,5.32,5.29,8.28
12/30/2024 19:00,13.4,13.6,21.7,46,24.1,11.6,13.9,10
12/30/2024 20:00,27.9,21.3,7.91,52.6,14.8,16.8,24.6,29.8
12/30/2024 21:00,20.9,4.01,13,44.8,19.1,29.6,8.47,7.67
12/30/2024 22:00,32.9,30.5,33.5,2.75,25.2,22.5,23.1,22.6
12/30/2024 23:00,1.17,9.88,2.33,57.4,26.1,4.2,19.2,19
12/31/2024 0:00,21.3,1.94,25.3,49.1,21.2,3.28,33.5,10.3
12/31/2024 1:00,5.06,0.524,3.06,62,19.3,23.3,38.9,29.2
12/31/2024 2:00,19.7,7.31,16.5,39.8,23.5,3.48,7.67,8.75
12/31/2024 3:00,20.4,19.3,11,2.7,41.6,33.2,1.25,13.5
12/31/2024 4:00,30.6,17.3,44.3,9.23,26.2,33.8,12.5,40.5
12/31/2024 5:00,36.1,41.1,47.6,51.6,54.1,40.1,45.1,34.3
12/31/2024 6:00,31.2,27.4,3.96,43,42.5,32.3,35.8,26.2
12/31/2024 7:00,0.21,12.4,0.0244,29.4,4.68,0.889,45.5,39.1
12/31/2024 8:00,2.52,0.602,0.717,4.08,9.85,0.268,32.3,15.3
12/31/2024 9:00,0.122,0.912,0.0244,14.3,3.75,0.107,5.8,1.99
12/31/2024 10:00,0.12,1.23,0.0244,3.21,1.26,2.55,1.15,1.45
12/31/2024 11:00,0.0525,0.155,9.94,0.0244,11.5,0.0244,4.95,6.57
12/31/2024 12:00,0.28,0.483,1.21,1.77,1.08,0.0244,0.23,1.81
12/31/2024 13:00,6.2,1.53,0.0244,0.36,14.5,0.0244,15.2,17
12/31/2024 14:00,2.75,1.21,3.96,8.71,1.56,13.4,1.46,4.51
12/31/2024 15:00,0.0244,0.589,0.0244,0.0244,14.1,0.96,0.0626,3.51
12/31/2024 16:00,4.91,1.87,7.51,4.37,13.2,8.48,6.83,9.97
12/31/2024 17:00,0.0405,0.732,0.0244,0.0292,1.84,1.54,0.0321,1.79
12/31/2024 18:00,3.91,8.69,19.1,3.88,20,4.6,4.92,11.2
12/31/2024 19:00,3.81,3.36,1.62,45.2,26.6,27.4,17.5,16
12/31/2024 20:00,27.8,1.24,6.03,39.1,13.7,24.1,24.4,26.3
12/31/2024 21:00,7.08,33.1,24.8,17,47.9,13.7,16.5,3.68
12/31/2024 22:00,16.3,43.2,17.8,14.2,37.7,23.7,25.6,28.2
12/31/2024 23:00,3.6,13.1,7.73,45.2,47.9,39.2,25.7,42.1
1/1/2025 0:00,21.9,1.58,25.1,49.6,17,9.5,40.2,14.3
1/1/2025 1:00,23.9,5.26,2.51,47.2,28.7,20.7,37.3,11.8
1/1/2025 2:00,19.7,4.36,19,41.6,30.6,21.3,19.7,19.7
1/1/2025 3:00,19.5,17.4,27.8,1.25,39.3,26,0.433,21.1
1/1/2025 4:00,27.3,30.4,23.7,6.19,30.8,32.8,6.79,29.7
1/1/2025 5:00,32.7,50.1,47.4,46.3,51.6,45.7,39.2,38
1/1/2025 6:00,39.8,32.7,13,36.7,17.5,15.3,45.3,36.1
1/1/2025 7:00,2.83,0.496,0.683,17.6,5.51,1.3,33.4,32.4
1/1/2025 8:00,0.131,0.251,0.0244,0.361,8.38,0.894,20.2,2.71
1/1/2025 9:00,0.476,0.0244,0.0244,7.71,4.19,2.13,0.0244,3.34
1/1/2025 10:00,9.68,2.29,11,1.96,13.9,0.0244,16.6,9.11
1/1/2025 11:00,37.1,0.0497,0.0244,0.0244,0.426,0.0244,1.43,1.81
1/1/2025 12:00,0.201,2.99,0.0244,0.0244,9.52,6.58,0.428,21.4
1/1/2025 13:00,3.17,0.12,4.46,22.2,7.93,0.425,10.5,2.07
1/1/2025 14:00,0.393,0.627,2.55,0.847,0.249,0.315,0.0371,9.79
1/1/2025 15:00,0.95,0.788,2.43,0.209,16.2,7.11,3.9,1.38
1/1/2025 16:00,12.3,4.76,15.7,19.9,20,28.1,12.1,26.3
1/1/2025 17:00,0.146,0.686,0.0244,0.379,8.91,2.12,0.361,5.96
1/1/2025 18:00,3.82,2.57,4.08,17.2,13.9,5.85,16.5,6.51
1/1/2025 19:00,18.3,2.26,3.68,16.9,37.9,3.68,23.2,10
1/1/2025 20:00,12.3,16.9,14.3,32.7,12,20.5,15.7,26.1
1/1/2025 21:00,21.6,16.2,3.71,48.4,23.1,28.2,31.1,26.1
1/1/2025 22:00,14.2,10.5,18.6,50.6,35.9,18.9,22.2,7.17
1/1/2025 23:00,5.47,3.25,11.3,40.4,37.5,3.86,34.5,14
1/2/2025 0:00,1.86,0.584,1.45,51.2,25,1.34,42.3,16.9
1/2/2025 1:00,4.25,1.32,12,36.5,8.01,17.8,16.7,26.2
1/2/2025 2:00,17.4,4.66,5.44,0.617,32.1,4.91,15.3,25.2
1/2/2025 3:00,12.5,12.5,27,5.3,21.6,4.31,10.2,31.3
1/2/2025 4:00,16.2,37.5,34,52.4,31.3,25.5,42.4,45.8
1/2/2025 5:00,36.2,47.3,45,51.5,43.4,41.4,56.7,46
1/2/2025 6:00,32.6,40,29.5,45.4,27.3,26,30.6,41.7
1/2/2025 7:00,7.32,3.5,20.3,13.6,3.57,1.49,3.67,18.6
1/2/2025 8:00,11.6,8.99,18.7,50.6,13.6,16.2,31.5,5.92
1/2/2025 9:00,3.25,9.02,20.7,25.8,0.905,14.9,0.0244,7.83
1/2/2025 10:00,0.0714,0.979,0.0775,6.43,7.7,0.193,0.426,0.645
1/2/2025 11:00,4.76,0.838,0.721,17.6,26.2,6.18,13.4,1.49
1/2/2025 12:00,0.253,1.03,0.0318,1.59,1.93,0.0244,2.02,2.16
1/2/2025 13:00,0.743,0.0534,8.27,11.9,1.83,4.87,0.0244,7.66
1/2/2025 14:00,0.295,3.1,0.0318,10.6,26.3,10.7,18.3,7.57
1/2/2025 15:00,5.63,0.112,4.04,12.2,1.76,0.0408,0.0384,2.14
1/2/2025 16:00,0.047,2.31,0.0244,3.65,10.9,2.7,0.0244,0.149
1/2/2025 17:00,3.26,1.83,0.135,5.56,11.2,0.763,2.56,4.72
1/2/2025 18:00,6.95,7.29,11.1,22.2,33.6,7.24,9.08,5.63
1/2/2025 19:00,8.38,11,32.4,37.4,36.4,22.3,18.2,3.64
1/2/2025 20:00,22.2,18,15.8,50.5,42.2,17.3,15.9,21.5
1/2/2025 21:00,0.462,13.4,4.67,48.5,40.4,14.6,24.6,18.6
1/2/2025 22:00,4.22,34.7,14.8,51.8,34,22.3,14.1,31.6
1/2/2025 23:00,5.52,2.52,28.3,52.7,40.6,38.6,39.2,30.2
1/3/2025 0:00,13.6,3.22,25.1,50.7,20.6,2.93,44,9.36
1/3/2025 1:00,3.11,4.29,0.0244,53.1,33.6,1.54,40.7,28.1
1/3/2025 2:00,16.1,18,8.18,9.66,12.7,6.54,2.34,31.6
1/3/2025 3:00,23.4,4.78,18.1,24,33.2,14.5,1.15,42
1/3/2025 4:00,28.8,24.5,39.4,49.4,30.9,41.2,9.79,39.6
1/3/2025 5:00,30.3,41.3,54.7,57.2,43.9,40.2,31.4,46.2
1/3/2025 6:00,11,6.65,22.5,60.3,3.53,41.8,33,16.2
1/3/2025 7:00,0.0299,0.0244,0.769,8.05,3.63,8.77,36.4,3
1/3/2025 8:00,1.38,0.0244,0.0244,8.9,3.52,0.414,3.24,0.462
1/3/2025 9:00,0.0244,0.0244,0.0244,6.37,0.268,0.0244,0.882,6.73
1/3/2025 10:00,0.0457,0.0244,0.0244,16.4,4.94,0.0604,11.1,0.0244
1/3/2025 11:00,2.42,0.0746,5.09,30.3,0.494,10.3,15.4,3.97
1/3/2025 12:00,0.108,2.57,0.0244,0.457,4.09,0.664,0.0244,1.42
1/3/2025 13:00,0.13,0.134,1.91,14.9,8.73,8.09,0.913,0.0244
1/3/2025 14:00,9.14,0.197,0.869,1.67,1.04,0.577,3.46,8.99
1/3/2025 15:00,0.356,3.7,1.85,16.5,1.83,2.98,0.0244,3.9
,,,,,,,,
,,,,,,,,
