Time,553,549,561,EB0,E95,EA2,E94,E8D
1/17/2025 23:00,10.6,17.9,10.3,61.2,28.7,11.6,13,17.2
1/18/2025 0:00,15.7,16.1,3.91,46.5,1.13,13.8,7.9,22.4
1/18/2025 1:00,2.45,2.07,18.9,6.21,9.83,0.221,26.3,0.678
1/18/2025 2:00,4.24,2.41,4.3,1.91,31,8.27,26.3,14
1/18/2025 3:00,11.1,8.47,2.2,38.1,10.2,17.8,5.72,21.6
1/18/2025 4:00,14.7,7.6,5.2,38,26.5,36.2,5.35,11.7
1/18/2025 5:00,0.349,34.8,22.2,9.65,8.12,37.9,10.3,39.3
1/18/2025 6:00,2.89,22.7,0.0723,14.2,16.4,2.1,30,42.2
1/18/2025 7:00,6.52,0.0991,3.58,8.91,2.33,0.2,0.0385,15.4
1/18/2025 8:00,5.69,0.0595,0.0244,1.28,2.27,0.788,2.72,0.769
1/18/2025 9:00,0.061,0.744,0.0244,19.6,1.18,0.0244,18.9,0.995
1/18/2025 10:00,1.78,0.27,0.215,0.69,3.11,10.9,0.0244,0.514
1/18/2025 11:00,3.58,0.447,1.24,1.92,17,2.07,6.5,4.08
1/18/2025 12:00,0.0244,0.826,0.0244,3.62,5.14,0.0314,11.6,0.0244
1/18/2025 13:00,2.76,0.616,2.93,11.1,0.215,6.61,0.0244,3.82
1/18/2025 14:00,0.109,0.63,0.855,0.397,2.04,0.0244,0.81,0.0244
1/18/2025 15:00,1.47,3.12,0.0244,2.81,5.59,1.36,3.83,14
1/18/2025 16:00,1.37,1.18,2.19,1.1,1.09,0.0565,0.0244,4.99
1/18/2025 17:00,2.25,0.902,0.662,5.46,0.293,2.49,6.3,0.0244
1/18/2025 18:00,2.75,10.9,17.3,11.2,15,11.3,17.1,8.73
1/18/2025 19:00,22.6,1.78,13.8,31.1,4.88,38,39.4,9.51
1/18/2025 20:00,7.56,8.29,16.5,42.9,24,46.8,28.8,14.9
1/18/2025 21:00,32.3,33.1,5.66,50.1,12.4,21.8,21.6,17
1/18/2025 22:00,23.1,6.03,28.8,37,48.2,45.7,6.51,30.8
1/18/2025 23:00,33.9,15.4,35.5,52.1,16.1,31.4,30,16.1
1/19/2025 0:00,8.72,31.4,27.1,23.1,35.1,5.81,31,6.22
1/19/2025 1:00,19.3,0.6,3.22,16.9,11,28.4,42.3,23.4
1/19/2025 2:00,1.02,6.32,14.8,48.5,10,7.47,34.5,0.693
1/19/2025 3:00,18.9,11,22.4,51.9,24.7,7.4,18.5,24.2
1/19/2025 4:00,20,16.3,9.45,5.45,21.5,52.3,1.13,40.9
1/19/2025 5:00,35.4,37.4,14.2,47.2,25,35.2,42.3,55.4
1/19/2025 6:00,2.83,17.5,3.78,56,0.569,0.217,41.3,34
1/19/2025 7:00,0.602,0.0244,0.311,3.89,0.688,0.157,5.01,0.52
1/19/2025 8:00,3.03,0.431,0.115,1.72,2.39,0.0502,0.535,0.875
1/19/2025 9:00,0.0595,0.0244,0.0244,15.8,0.448,1.19,3.15,0.137
1/19/2025 10:00,2.47,0.126,0.0244,12.2,4.81,0.0244,0.0244,5.97
1/19/2025 11:00,0.0533,2.26,4.11,0.674,0.302,1.9,4.16,0.0484
1/19/2025 12:00,7.87,0.0244,3.08,8.75,2.71,0.0244,11.6,4.27
1/19/2025 13:00,0.161,1.07,0.0244,28.6,17.8,2.76,0.0244,0.112
1/19/2025 14:00,3.28,0.536,4.4,0.0244,0.611,0.0244,7.49,0.0859
1/19/2025 15:00,2.22,1.42,0.257,3.65,0.837,5.02,0.0244,7.84
1/19/2025 16:00,1.01,0.381,1.94,0.0948,3.23,0.546,0.0591,5.83
1/19/2025 17:00,1.88,1.17,0.167,8.08,3.17,3.91,6.97,1.75
1/19/2025 18:00,11.1,18.9,14.9,29.5,31.1,11.6,33.2,22
1/19/2025 19:00,10.5,8.97,7.9,52.9,9.26,34.8,22.8,39
1/19/2025 20:00,18,34.7,23,71.5,16,17.2,33.8,38.8
1/19/2025 21:00,23.6,15.9,21.1,52.8,19.4,39.8,2.8,35
1/19/2025 22:00,18.2,13.8,7.34,58.2,23.8,34.2,40.9,3.35
1/19/2025 23:00,41.1,44,41.6,64.1,39.9,38.8,36.9,28.7
1/20/2025 0:00,26.2,15.8,26.1,70,24.5,25.3,39.3,47.3
1/20/2025 1:00,15.4,18.1,3.73,70.2,21,18.6,30,36.3
1/20/2025 2:00,15.2,11.5,11.5,15.3,20.4,28.4,40,43.7
1/20/2025 3:00,33.2,13.6,22.8,3.14,20,33.9,23.3,19.3
1/20/2025 4:00,26,28.5,14.1,66.7,40.5,40,23.5,8.71
1/20/2025 5:00,42.6,42.3,36.4,67.1,50.6,23.8,54.5,59.9
1/20/2025 6:00,11,2.34,10.6,52.8,6.2,0.485,12.3,44.5
1/20/2025 7:00,0.13,0.112,0.245,35.5,1.41,0.446,0.349,0.14
1/20/2025 8:00,2.17,2.08,0.0244,9.39,12.9,0.688,0.0244,0.0982
1/20/2025 9:00,1.45,0.0244,0.0244,7.2,0.867,7.92,8.08,8.52
1/20/2025 10:00,0.0244,3.04,0.0244,27,8.41,7.55,14.2,0.0244
1/20/2025 11:00,4.9,0.199,0.131,42.6,0.87,0.0715,1.94,0.0464
